Company	Element	APS	Specification
Carbodeon Ltd Oy	Carbon	4-6nm	P(>97%) Nanodiamond w/hydrophilic negative surface chemistry
Carbodeon Ltd Oy	Carbon	4-6nm	P(>97%) Nanodiamond
Carbodeon Ltd Oy	Carbon	4-6nm	P(>97%) Nanodiamond
Carbodeon Ltd Oy	Carbon	4-6nm	P(>97%) Nanodiamond w/hydrophilic negative surface chemistry
MKnano	Carbon	400nm	P(98%), nanographite
MKnano	Carbon	400nm	P(98%), nanographite
PlasmaChem GmbH	Carbon	4nm	Nanodiamonds purified (P>87%) Grade G01
PlasmaChem GmbH	Carbon	4nm	Raw nanodiamond/nanographite mixture
PlasmaChem GmbH	Carbon	4nm	Nanodiamonds purified (P>87%) Grade G
PlasmaChem GmbH	Carbon	4nm	Nanodiamond/nanographite mixture purified (>16%)
MKnano	Carbon	50nm	P(98%), nanographite
MKnano	Carbon	50nm	P(98%), nanographite
Sisco Research Laboratories Pvt. Ltd.	Carbon	5nm	P(>98%) nanodiamond
Sisco Research Laboratories Pvt. Ltd.	Carbon	5nm	P(>98%) nanodiamond
Alfa Chemistry	Carbon Nanotube, Single-walled		<3.5% Metal Catalyst
IoLiTec	Chromium	50nm	P(99.5%)
PRO-1 NANOSolutions	Co		superparamagnetic
EPRUI Nanoparticles & Microspheres Co. Ltd	Cobalt	20-60nm	P(99.5%); spherical
EPRUI Nanoparticles & Microspheres Co. Ltd	Cobalt	20-60nm	P(99.5%); spherical
Marketech International	Cobalt	24nm	
Applied Nanotech, Inc.	Cobalt	28nm	P(>99%)
Applied Nanotech, Inc.	Cobalt	28nm	P(>99%)
IoLiTec	Cobalt	28nm	P(99.9%)
Meliorum Technologies Inc.	Copper	1-100nm	Fabrication in an inert environment
Meliorum Technologies Inc.	Copper	1-100nm	Suspended in water
Meliorum Technologies Inc.	Copper	1-100nm	Suspended in toluene
QuantumSphere, Inc.	Copper	10-70nm	Cu(core)/CuO(shell)
IoLiTec	Copper	100nm	P(99.8%)
IoLiTec	Copper	25nm	P(99.9%)
PlasmaChem GmbH	Copper	35-45nm	Suspended in ethanol
PlasmaChem GmbH	Copper	35-45nm	Suspended in oil
SkySpring Nanomaterials, Inc.	Copper	40-60nm	P(99.9%)
SkySpring Nanomaterials, Inc.	Copper	40-60nm	P(99.9%)
MTI Corporation	Copper	40nm	
Applied Nanotech, Inc.	Copper	45nm	P(>99%)
Applied Nanotech, Inc.	Copper	45nm	P(>99%)
SkySpring Nanomaterials, Inc.	Copper	5-7nm	P(22%), oil-soluble, dispersible additive
SkySpring Nanomaterials, Inc.	Copper	5-7nm	P(22%), oil-soluble, dispersible additive
IoLiTec	Copper	50nm	P(99.8%)
NTbase	Copper	50nm	P(99.99) spherical
Sisco Research Laboratories Pvt. Ltd.	Copper	50nm	P(>99.9%) spherical
Sisco Research Laboratories Pvt. Ltd.	Copper	50nm	P(>99.9%) spherical
EPRUI Nanoparticles & Microspheres Co. Ltd	Copper	60-80nm	P(99.9%); spherical
EPRUI Nanoparticles & Microspheres Co. Ltd	Copper	60-80nm	P(99.9%); spherical
SkySpring Nanomaterials, Inc.	Copper	60-80nm	P(99.9%)
SkySpring Nanomaterials, Inc.	Copper	60-80nm	P(99.9%)
Cupro SpA	Copper	<100nm	<100 nm (AFM)
Inframat Advanced Materials LLC	Copper	<80nm	P(99.8)
SON	fe304		30 +/- 2 nm
Applied Quantum Materials Inc.	Gold		
CD Bioparticles	Gold		
CD Bioparticles	Gold		DiagNano Organic Gold Nanorods have applications in sensors, solar cells, flexible optical polarizers and filters, spin coating, negative refractive index materials, liquid crystals, security anti-forge materials.
CD Bioparticles	Gold		DiagNano Organic Gold Nanorods have applications in sensors, solar cells, flexible optical polarizers and filters, spin coating, negative refractive index materials, liquid crystals, security anti-forge materials.
CD Bioparticles	Gold		DiagNano Organic Gold Nanorods have applications in sensors, solar cells, flexible optical polarizers and filters, spin coating, negative refractive index materials, liquid crystals, security anti-forge materials.
CD Bioparticles	Gold		DiagNano Organic Gold Nanorods have applications in sensors, solar cells, flexible optical polarizers and filters, spin coating, negative refractive index materials, liquid crystals, security anti-forge materials.
CD Bioparticles	Gold		DiagNano Organic Gold Nanorods have applications in sensors, solar cells, flexible optical polarizers and filters, spin coating, negative refractive index materials, liquid crystals, security anti-forge materials.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano Gold Nanorods are widely used in dark-field microscopy, two-photon photoluminescence imaging, photoacoustic imaging, kinetic immunoassay, sensors, drug delivery and photothermal therapy.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		DiagNano OligoBind Gold Nanoparticle Conjugation Kits are suitable for oligonucleotides gold nanoparticles conjugate.
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
CD Bioparticles	Gold		Ideal for development of protein gold conjugates for use in applications such as blotting, lateral flow assays, microscopy and transmission electron microscopy (TEM).
